353222069990013,16830180013,879097,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:A5
353222069990014,16830180014,879098,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:A6
353222069990015,16830180015,879099,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:A7
353222069990016,16830180016,879100,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:A8
353222069990017,16830180017,879101,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:A9
353222069990018,16830180018,879103,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B1
353222069990019,16830180019,879104,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B2
353222069990020,16830180020,879105,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B3
353222069990021,16830180021,879106,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B4
353222069990022,16830180022,879107,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B5
353222069990023,16830180023,879108,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B6
353222069990024,16830180024,879109,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B7
353222069990025,16830180025,879110,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B8
353222069990026,16830180026,879111,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:B9
353222069990027,16830180027,879112,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C1
353222069990028,16830180028,879113,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C2
353222069990029,16830180029,879114,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C3
353222069990030,16830180030,879115,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C4
353222069990031,16830180031,879116,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C5
353222069990032,16830180032,879117,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C6
353222069990033,16830180033,879118,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C7
353222069990034,16830180034,879119,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C8
353222069990035,16830180035,879120,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:C9
353222069990036,16830180036,879121,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D1
353222069990037,16830180037,879122,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D2
353222069990038,16830180038,879123,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D3
353222069990039,16830180039,879124,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D4
353222069990040,16830180040,879126,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D5
353222069990041,16830180041,879127,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D6
353222069990042,16830180042,879128,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D7
353222069990043,16830180043,879129,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D8
353222069990044,16830180044,879130,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:D9
353222069990045,16830180045,879131,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E1
353222069990046,16830180046,879132,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E2
353222069990047,16830180047,879133,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E3
353222069990048,16830180048,879134,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E4
353222069990049,16830180049,879135,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E5
353222069990050,16830180050,879136,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E6
353222069990051,16830180051,879137,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E7
353222069990052,16830180052,879138,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E8
353222069990053,16830180053,879139,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:88:E9
353222069990054,16830180054,879140,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E1
353222069990055,16830180055,879141,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E2
353222069990056,16830180056,879142,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E3
353222069990057,16830180057,879143,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E4
353222069990058,16830180058,879145,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E5
353222069990059,16830180059,879146,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E6
353222069990060,16830180060,879147,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E7
353222069990061,16830180061,879148,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E8
353222069990062,16830180062,879149,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990063,16830180063,879150,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990064,16830180064,879151,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990065,16830180065,879152,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990066,16830180066,879153,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990067,16830180067,879154,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990068,16830180068,879156,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990069,16830180069,879161,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990070,16830180070,879162,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990071,16830180071,879163,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990072,16830180072,879164,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990073,16830180073,879165,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990074,16830180074,879166,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990075,16830180075,879167,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990076,16830180076,879168,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990077,16830180077,879169,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990078,16830180078,879170,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990079,16830180079,879171,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990080,16830180080,879172,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990081,16830180081,879174,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990082,16830180082,879175,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990083,16830180083,879176,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990084,16830180084,879177,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990085,16830180085,879178,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990086,16830180086,879179,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990087,16830180087,879180,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990088,16830180088,879181,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990089,16830180089,879182,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990090,16830180090,879183,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990091,16830180091,879184,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990092,16830180092,879185,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990093,16830180093,879186,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990094,16830180094,879187,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990095,16830180095,879188,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990096,16830180096,879189,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990097,16830180097,879190,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990098,16830180098,879191,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990099,16830180099,879192,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
353222069990100,16830180100,879193,DuxlbzhsCI5v5+IN6UWbXZKmdC+GNssMltIESS9NpgcrtbZpIHeS2SnxU/yhb1H/FPwWrX1eYJ9JhmCj4AkDHNYg,F1:11:11:FF:11:E9
